Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Confusion,Bangla Five,Confusion,2c2xtzOyPOkEoou45o1tYc,6NUIyfilS2SAUK5yvWx1DG,27,2019-01-19,293617,False,https://open.spotify.com/track/6NUIyfilS2SAUK5yvWx1DG,0.589,0.604,9,-6.592,0,0.0324,0.684,3.42e-05,0.188,0.541,141.092
Bondho Janala,Shironamhin,Bondho Janala,0ajkgxObOuVNXMzVEcvinC,5BJBaI4bpWHmiXqFadEpkM,1,2009-02-14,243531,False,https://open.spotify.com/track/5BJBaI4bpWHmiXqFadEpkM,0.601,0.631,9,-8.283,0,0.0354,0.0763,1.25e-06,0.0672,0.75,95.156
Dusshopno,Odd Signature,Dusshopno,0AXTTesB1lQbgc4LfiJWum,6T4yBITRdTX6OsedSy5bwy,42,2021-05-23,306782,False,https://open.spotify.com/track/6T4yBITRdTX6OsedSy5bwy,0.507,0.539,11,-10.318,1,0.0292,0.126,1.46e-05,0.181,0.397,159.939
Shada,Minar Rahman,Danpite,3cJlh0xc7yjZ5DTFPpZtVu,6T82IoLPTYfE7xWRmtKCXq,40,2008-04-10,307226,False,https://open.spotify.com/track/6T82IoLPTYfE7xWRmtKCXq,0.681,0.342,0,-13.365,1,0.044,0.799,0.00107,0.231,0.473,80.008
Dur,Minar Rahman,Danpite,3cJlh0xc7yjZ5DTFPpZtVu,0KyPH585tT8nbypQ6iSGgK,11,2008-04-10,218253,False,https://open.spotify.com/track/0KyPH585tT8nbypQ6iSGgK,0.681,0.25,2,-14.131,0,0.0272,0.456,0.0705,0.0881,0.354,89.996
Danpite,Minar Rahman,Danpite,3cJlh0xc7yjZ5DTFPpZtVu,2MT2cAOA5BDjFcys6AQhxM,8,2008-04-10,251559,False,https://open.spotify.com/track/2MT2cAOA5BDjFcys6AQhxM,0.702,0.36,9,-15.395,1,0.0356,0.874,0.0021,0.138,0.597,130.04
Ekta Gopon Kotha,Topu,She Ke,0DBT8sRScjvJXHnsxRNnOO,51LdmoX4S7V8Ib1SmAXHxL,0,2010,254328,False,https://open.spotify.com/track/51LdmoX4S7V8Ib1SmAXHxL,0.704,0.563,6,-11.075,1,0.0399,0.19,0.000533,0.102,0.881,145.016
Rong Pencil,Minar Rahman,Rong Pencil,7Ie4xgiXWTbt2MKeF0Q8g2,68KjbOOs1GTkqOp8O96S45,8,2021-05-30,243880,False,https://open.spotify.com/track/68KjbOOs1GTkqOp8O96S45,0.536,0.454,6,-14.035,0,0.0509,0.298,3.93e-06,0.195,0.767,168.048
Behula,Shunno,Behula,5IWfT7VFhPUUpBMZ75lJKG,18KPyTq6Al56l0vMPQFjR1,39,2021-03-20,232977,False,https://open.spotify.com/track/18KPyTq6Al56l0vMPQFjR1,0.568,0.651,11,-7.609,0,0.0406,0.7,1.07e-06,0.0547,0.362,126.004
E Hawa,Meghdol,E Hawa,1jqS7KAgEGIgcxViPCxnoM,5VIyjOoXddMARgRTtKVqXc,45,2022-07-19,354331,False,https://open.spotify.com/track/5VIyjOoXddMARgRTtKVqXc,0.271,0.192,8,-14.925,1,0.0342,0.815,0.0128,0.113,0.188,126.643
Shey Jey Boshey Achey,Arnob,Chaina Bhabish,1TQxmprNMcSM5Qem5Y0wgL,1g1iF9zlzJUpVDTUaCOpp1,48,2017-09-14,210051,False,https://open.spotify.com/track/1g1iF9zlzJUpVDTUaCOpp1,0.684,0.252,4,-21.307,1,0.0346,0.444,0.000219,0.109,0.295,129.971
Shono Mohajon,Shunno,Bhaago,51yEqTdQVp5AU7PLGQzndV,6qUWIRBSmMRxvYrZr4duvH,22,2014-04-15,207006,False,https://open.spotify.com/track/6qUWIRBSmMRxvYrZr4duvH,0.554,0.87,1,-3.652,0,0.0559,0.297,0.0,0.11,0.61,131.955
Roktim Shinghashon,Stoic Bliss,Light Years Ahead (Re-Mastered),0AHTJ3NJJoVoO4FQznFTIG,3sVEyV9nK7RrpV3pnXHIpM,41,2006-04-14,140460,False,https://open.spotify.com/track/3sVEyV9nK7RrpV3pnXHIpM,0.607,0.598,9,-8.035,0,0.0358,0.706,0.0,0.211,0.609,90.007
Nitol Paye,"Fuad, Rajib","Best of Fuad, Vol. 2",4MEDHrD390pgfZB6rOxOF5,44NjxYASrwY5FNO89NmUAh,37,2017-02-28,276662,False,https://open.spotify.com/track/44NjxYASrwY5FNO89NmUAh,0.676,0.534,2,-9.39,1,0.0283,0.102,9.27e-06,0.118,0.566,111.997
Hashimukh,Shironamhin,Jahaji,3yYXr8O949PV7ZvDzhYaWJ,08h86Mk3ypkQ9WxOPlOCLw,0,2022-11-05,253936,False,https://open.spotify.com/track/08h86Mk3ypkQ9WxOPlOCLw,0.473,0.719,2,-6.812,0,0.0329,0.681,0.0,0.125,0.61,145.996
Pori,Bappa Mazumder,Dhulo Pora Chithi,72t19bQffO3Q4KzSN9qj4j,43xVRjR8tiEtoIBL1VjQhv,39,2001-12-27,330057,False,https://open.spotify.com/track/43xVRjR8tiEtoIBL1VjQhv,0.765,0.472,8,-10.453,1,0.0274,0.713,0.00194,0.0872,0.79,108.043
Ei Je Ami,Stoic Bliss,Kolponar Baire (Re-Mastered),7I563GNgQwCFu4YO4Esxy1,3gsJ3VdE5evmoqqBAM3Jue,29,2007-12-19,276140,False,https://open.spotify.com/track/3gsJ3VdE5evmoqqBAM3Jue,0.751,0.568,11,-8.46,0,0.0407,0.49,0.0,0.0795,0.493,119.986
Pakhi,Shironamhin,Icche Ghuri,6xsj12l9oKEbWsdgeqxjAD,2iwhemWEp6YMN1BD84nUPl,0,2006-05-06,256348,False,https://open.spotify.com/track/2iwhemWEp6YMN1BD84nUPl,0.581,0.599,9,-8.097,0,0.0337,0.437,2.79e-06,0.0908,0.723,154.907
Cholo Arekbar Uri,AvoidRafa,Bhaar,7ePeM5FJpq4pkpnDFFP3Q8,6BnrcE0vfX8ZcjpcXxRaoo,36,2016-05-01,283423,False,https://open.spotify.com/track/6BnrcE0vfX8ZcjpcXxRaoo,0.654,0.618,8,-9.87,1,0.0358,0.0124,0.00648,0.0914,0.539,124.999
Bhalobasha Megh,Shironamhin,Bondho Janala,0ajkgxObOuVNXMzVEcvinC,2CljEbnBsutnTeGwanHYb1,0,2009-02-14,265125,False,https://open.spotify.com/track/2CljEbnBsutnTeGwanHYb1,0.418,0.639,2,-6.893,0,0.0393,0.393,0.0,0.165,0.403,155.639
Aushomapto,Aurthohin,Aushomapto 1,7whmpn7eMWOJjZUaYd2AIS,1S10omnF4NT8QhcLNSxRse,37,2008-09-25,299259,False,https://open.spotify.com/track/1S10omnF4NT8QhcLNSxRse,0.516,0.546,8,-8.227,1,0.0344,0.00751,0.0,0.161,0.192,76.999
Prithibi Ta Naki Chhoto Hote Hote,Crosswinds,"Aabar Bachhor Kuri Pore, Vol. 1",0nXTQZdaWyTduqlcbaYit4,3r8rpRYqxI77SFZZ4WCTXW,41,1996,364383,False,https://open.spotify.com/track/3r8rpRYqxI77SFZZ4WCTXW,0.379,0.383,0,-14.387,1,0.0328,0.387,3.46e-06,0.0552,0.287,153.08
Berajaal,Stoic Bliss,Kolponar Baire (Re-Mastered),7I563GNgQwCFu4YO4Esxy1,1ybAp3WaTXKr9xYR7wmJOn,20,2007-12-19,229930,False,https://open.spotify.com/track/1ybAp3WaTXKr9xYR7wmJOn,0.419,0.681,9,-9.011,0,0.0362,0.394,0.0,0.0981,0.292,113.194
Tomar Ghorey,Anusheh Anadil,Kingkortobbobimuroh,1zIiPuX6pst6ufWRM65nBL,309Xex6aPEjqJ4d8iBuOaa,29,2017-09-20,225280,False,https://open.spotify.com/track/309Xex6aPEjqJ4d8iBuOaa,0.463,0.684,2,-9.707,1,0.138,0.26,0.0,0.402,0.917,84.419
Emon Jodi Hoto,JOler gaan,Otol jOler gaan,3ISyOCgCzc9SMGRcNKeUYb,33fR8xB5oOMkxyKhm5UJA7,34,2013-04-12,269173,False,https://open.spotify.com/track/33fR8xB5oOMkxyKhm5UJA7,0.578,0.261,4,-10.926,1,0.173,0.664,0.0,0.239,0.638,143.807
Notun Srot,Shunno,Notun Srot,2NcFsal4cYid6BsZVTqFJy,0EUv8WDRW8QDJKj6GlJQIP,12,2008-04-15,276480,False,https://open.spotify.com/track/0EUv8WDRW8QDJKj6GlJQIP,0.468,0.748,4,-4.795,1,0.0381,0.0186,0.0172,0.19,0.406,79.964
Bonde Maya Lagaichhe,Dripto,Bonde Maya Lagaichhe,1e6ca36PsBVCbu3FjBeJhI,1wizXrMDRPfrXUemHBpPpi,39,2021-02-09,134166,False,https://open.spotify.com/track/1wizXrMDRPfrXUemHBpPpi,0.749,0.668,7,-6.556,0,0.0304,0.35,2.87e-06,0.0914,0.481,95.036
Hok Kolorob,Arnob,Hok Kolorob,2pAv3Ard0GkLzuDetq0AyD,3Vwmti4ulO8AxMP1tbBETl,32,2017-02-01,203907,False,https://open.spotify.com/track/3Vwmti4ulO8AxMP1tbBETl,0.749,0.513,9,-8.953,1,0.0389,0.858,0.000286,0.156,0.551,119.968
Jodi Konodin,Aurthohin,Aushomapto I,1oLJBBO1W7CflrMwvnlGQ3,15ByBJjznH04IwLUoyFoiV,0,2008-10-07,349184,False,https://open.spotify.com/track/15ByBJjznH04IwLUoyFoiV,0.473,0.281,1,-12.122,1,0.0341,0.86,7.24e-06,0.0966,0.437,139.87
Ei Brishti Bheja Raate,George Lincoln D'Costa,Ei Brishti Bheja Raate,5udSAW80w1dapro72dnnFX,6wYFG41ZlYQ9LZoO134Ywl,0,2017-08-11,346920,False,https://open.spotify.com/track/6wYFG41ZlYQ9LZoO134Ywl,0.604,0.639,8,-10.753,0,0.0457,0.541,0.00018,0.726,0.471,156.14
Jhoom,Minar Rahman,Duur Theke,5fTSdhoAy0sVyJ8UvwEVXE,6oFaLsyybtJzZrt1uZYAIM,43,2016-07-02,260000,False,https://open.spotify.com/track/6oFaLsyybtJzZrt1uZYAIM,0.559,0.559,10,-6.983,1,0.0353,0.724,0.0,0.0891,0.426,78.084
Tomar Jonno,Arnob,Songs from World Tour '08,3WGCJBUQObMZbCv8DMzM10,2QJQuVKOmzeS6AIaquwQpO,24,2017-01-08,354760,False,https://open.spotify.com/track/2QJQuVKOmzeS6AIaquwQpO,0.489,0.523,6,-7.528,0,0.0562,0.3,2.05e-06,0.113,0.774,177.863
Tomake Bhebe Lekha,"Fuad, Shanto","Best of Fuad, Vol. 2",4MEDHrD390pgfZB6rOxOF5,1iWy6ufKpcqfT6fqN2y5gV,21,2017-02-28,306384,False,https://open.spotify.com/track/1iWy6ufKpcqfT6fqN2y5gV,0.667,0.531,4,-9.914,0,0.0297,0.276,0.000336,0.0418,0.65,141.053
Ek Mutho Roddur,Balam,Balam,7nvSTx0RbN7Z5gGnHmGPDx,3bdQgPpn4DriZUT42NlNd8,40,2008-09-01,321933,True,https://open.spotify.com/track/3bdQgPpn4DriZUT42NlNd8,0.649,0.728,8,-6.567,0,0.0362,0.467,0.00112,0.105,0.674,90.028
Amake Aamar Moto Thaakte Dao,Anupam Roy,Autograph (Original Motion Picture Soundtrack),2RuU6b2teV64nHI80dhj4r,367ziQUc9DfcL0HU6M3YQU,42,2010-08-16,321411,False,https://open.spotify.com/track/367ziQUc9DfcL0HU6M3YQU,0.551,0.409,7,-7.203,1,0.0378,0.749,0.0,0.173,0.219,148.105
Etota Valobasi,Recall,Onnothay,4QyNEpKSA1koVFPiK8IXLE,3MjtyQvkVOo0TahwcZe10N,39,2014-02-14,220610,False,https://open.spotify.com/track/3MjtyQvkVOo0TahwcZe10N,0.627,0.458,4,-10.423,1,0.027,0.232,5.59e-06,0.0596,0.356,135.947
Amar Ekta Nodi Chilo,Pothik Nobi,Achena Pothik,1vdm5q9EVwsOQBpFYdYw1t,1Qizht8PWtJ40PORqO18xF,13,2017-09-20,334655,False,https://open.spotify.com/track/1Qizht8PWtJ40PORqO18xF,0.479,0.488,11,-7.908,0,0.0362,0.78,0.0,0.118,0.31,124.129
Tikto Shotto,Popeye Bangladesh,Ja Ichche Ta,59UftcMPrvkk10tbNsxyvB,6MRfnqH3uDwyOJeyhW1iLm,34,2013-09-19,204103,False,https://open.spotify.com/track/6MRfnqH3uDwyOJeyhW1iLm,0.803,0.477,8,-7.444,1,0.0377,0.556,0.0,0.136,0.878,96.006
Nasek Nasek,"ANIMES ROY, Pantho Kanai",Nasek Nasek,1IRcriFbTdqBU25UU53PoZ,4cVpSDYydXlgfZkBlIJbIU,0,2022-02-24,251579,False,https://open.spotify.com/track/4cVpSDYydXlgfZkBlIJbIU,0.429,0.836,10,-5.368,0,0.227,0.479,0.0,0.131,0.575,165.042
Meye,"Topu, Fuad",Bondhu Bhabo Ki ?,7516EnzrJDtSeSn4zKD4xl,3JIEdGDWxn8SogGoav7WNf,30,2008-02-14,273998,False,https://open.spotify.com/track/3JIEdGDWxn8SogGoav7WNf,0.729,0.524,4,-8.304,1,0.0293,0.13,2.73e-05,0.247,0.708,137.024
Gaibona,"Bassbaba Sumon, Anila, Fuad",Ekhon Ami,37zdsw1zImKKG4ZCrcIHh6,0apG1ss6Igy8IJb7ieltBc,39,2007-12-15,299293,False,https://open.spotify.com/track/0apG1ss6Igy8IJb7ieltBc,0.683,0.701,0,-5.967,1,0.0317,0.114,0.000113,0.19,0.342,79.983
Sob Loke Koy Lalon Ki Jaat,"Fuad, Kona","Best of Fuad, Vol. 2",4MEDHrD390pgfZB6rOxOF5,5ZTHC9Nj4RCCE4VErVsONE,18,2017-02-28,233316,False,https://open.spotify.com/track/5ZTHC9Nj4RCCE4VErVsONE,0.674,0.446,6,-11.399,0,0.0284,0.553,0.0,0.0863,0.462,139.983
Abar Hashimukh,Shironamhin,Abar Hashimukh,2Jwimtds2LedA8Hfdp9xTv,19F3NgxfRNcOlpYFuF8xMJ,33,2022-04-26,336500,False,https://open.spotify.com/track/19F3NgxfRNcOlpYFuF8xMJ,0.383,0.604,2,-7.829,0,0.0418,0.165,2.55e-05,0.257,0.302,155.853
Pagol,Lalon Band,Pagol,31ajhn7wuosf1gEe80U2cJ,79NI6qSVah4UkRwL3AR21o,0,2012-11-23,225593,False,https://open.spotify.com/track/79NI6qSVah4UkRwL3AR21o,0.615,0.606,2,-10.188,0,0.0393,0.599,0.0263,0.153,0.507,105.984
Hashte Dekho,LRB,Capsule 500mg,4TfIsfqEg4Mf6QxCDbxAXu,3ivDno6BP1hCUgMUuKII8S,27,1996-01-01,359799,False,https://open.spotify.com/track/3ivDno6BP1hCUgMUuKII8S,0.611,0.678,8,-7.692,0,0.0253,0.137,0.0028,0.145,0.857,98.376
Taray Taray,Nogor Baul James,Best of James,1sKH2wZXCbi7TSArR9rSdc,3Ty0K7mafgndKVXhYrDb1x,36,2022-06-24,333230,False,https://open.spotify.com/track/3Ty0K7mafgndKVXhYrDb1x,0.48,0.749,1,-7.989,1,0.0727,0.0507,5.27e-05,0.13,0.63,77.994
Nobina,"Fuad, Poonam","The Best of Fuad, Vol. 3",6kk1viQ28rHdsGZ2su3cGX,1kp4kizd5OZij5ksbtjQen,10,2023-03-14,199639,False,https://open.spotify.com/track/1kp4kizd5OZij5ksbtjQen,0.728,0.726,5,-9.586,0,0.0376,0.0268,0.00177,0.0738,0.925,99.984
Abar,Aurthohin,Aushomapto II,2qL0SdDlqkQMyc8F2aP07w,618DWd1vQ1u4USeNNVJiTf,21,2011-10-07,282197,False,https://open.spotify.com/track/618DWd1vQ1u4USeNNVJiTf,0.408,0.862,5,-4.914,0,0.109,0.000628,2.99e-06,0.116,0.528,190.205
Jodi Himaloy Hoye,Khalid,Devi,0db2zbUX4hVVmUxz8JBR0j,4h3G7BpYWWrsh6X2t8vYJs,28,2007-07-18,403173,False,https://open.spotify.com/track/4h3G7BpYWWrsh6X2t8vYJs,0.538,0.436,5,-10.494,1,0.0298,0.603,0.0,0.118,0.387,77.027
Anmone 2,Aurthohin,Aushomapto II,2qL0SdDlqkQMyc8F2aP07w,4bDg8Sj2q5Y8R5uJEZGkXm,38,2011-10-07,305862,False,https://open.spotify.com/track/4bDg8Sj2q5Y8R5uJEZGkXm,0.313,0.897,3,-5.781,1,0.0844,0.00367,1.16e-06,0.107,0.372,88.734
Hoytoba,Aurthohin,Notun Diner Michile,3B6loaVvqE3p1EXdvIXVla,281BtpT1hLvQlWSEWpMy8z,9,2003-10-07,286658,False,https://open.spotify.com/track/281BtpT1hLvQlWSEWpMy8z,0.457,0.644,8,-7.701,1,0.0401,0.111,0.0,0.144,0.569,171.592
Anmonne,Aurthohin,Aushomapto 1,7whmpn7eMWOJjZUaYd2AIS,6fffMCieEJsCrMm0FlO2DS,32,2008-09-25,327912,False,https://open.spotify.com/track/6fffMCieEJsCrMm0FlO2DS,0.526,0.667,1,-7.327,1,0.0312,0.00375,1.53e-05,0.0901,0.425,164.991
Chera Shopno,Aurthohin,Aushomapto 1,7whmpn7eMWOJjZUaYd2AIS,6poGdw3nbtkjr7oHY3KGSP,13,2008-09-25,298887,False,https://open.spotify.com/track/6poGdw3nbtkjr7oHY3KGSP,0.648,0.465,6,-8.973,0,0.0447,0.173,0.0,0.0995,0.277,74.981
Tritio Jatra,Nemesis,Tritio Jatra,2srbMkNd2F8FbQLjGCOcmo,5t1P5LI7M8eDYieRUX42uI,17,2011-11-23,253608,False,https://open.spotify.com/track/5t1P5LI7M8eDYieRUX42uI,0.346,0.616,10,-5.579,0,0.0335,0.00803,0.0,0.111,0.598,108.037
Moho,Aftermath,Moho,65j8cxTNnwywF2iVMk5oYU,6qRglVNQGMVQRCEvn2sV2J,50,2019-04-11,265143,False,https://open.spotify.com/track/6qRglVNQGMVQRCEvn2sV2J,0.548,0.719,11,-5.4,1,0.0312,0.0109,0.000376,0.0866,0.368,105.025
Godhulir Opare,Shunno,Shoto Asha,0rvy3iL4b5Ckb6dGLTQD1A,0RA0vnBIXFtoC83Za1Cfoh,33,2009-04-15,228923,False,https://open.spotify.com/track/0RA0vnBIXFtoC83Za1Cfoh,0.55,0.662,4,-6.386,1,0.0263,0.171,0.0,0.145,0.501,140.049
Ghum,Aurthohin,Biborton,78xwDBuvFFTeBvPAMYwlRq,6cVNcZys8wc30IhwxNmtu7,7,2001-10-07,250112,False,https://open.spotify.com/track/6cVNcZys8wc30IhwxNmtu7,0.489,0.8,8,-4.15,0,0.0333,0.000299,0.0104,0.0633,0.357,136.067
Nupur 2,"Topu, Anila, Fuad",Bondhu Bhabo Ki ?,7516EnzrJDtSeSn4zKD4xl,5qVXjkKYNbkvqBKTVEB6eo,36,2008-02-14,331416,False,https://open.spotify.com/track/5qVXjkKYNbkvqBKTVEB6eo,0.664,0.48,2,-7.474,1,0.0343,0.463,1.66e-05,0.199,0.279,71.986
Shopnogulo Tomar Moto,"Bassbaba Sumon, Anila, Fuad",Ekhon Ami,37zdsw1zImKKG4ZCrcIHh6,5MOthorLNUsX4yBl8jm6di,21,2007-12-15,277987,False,https://open.spotify.com/track/5MOthorLNUsX4yBl8jm6di,0.664,0.458,8,-8.566,1,0.0254,0.0296,9.03e-05,0.0794,0.297,140.003
Onneshon,"Bassbaba Sumon, Fuad",Ekhon Ami,37zdsw1zImKKG4ZCrcIHh6,0YrMAGdDbJpkzDL0n9V4DY,15,2007-12-15,351040,False,https://open.spotify.com/track/0YrMAGdDbJpkzDL0n9V4DY,0.608,0.7,2,-8.542,1,0.059,0.0365,0.003,0.0717,0.49,160.025
Shob Loke Koy,"Fuad, Kona","Best of Fuad, Vol. 5",4fE7Sbaf87NYOJCHq8j3ZZ,4mVmroQCq6sDULWXDvX5UY,9,2020-05-28,233228,False,https://open.spotify.com/track/4mVmroQCq6sDULWXDvX5UY,0.699,0.638,9,-5.049,1,0.0258,0.685,0.0,0.113,0.525,139.959
Obak Bhalobasha,Warfaze,Pothchola,00r7NhiTZHBe78IvgLdxyA,2aj4w2bivH9PfIcjToMfYb,42,2009-04-14,439745,False,https://open.spotify.com/track/2aj4w2bivH9PfIcjToMfYb,0.655,0.485,0,-8.381,0,0.0269,0.143,0.000107,0.124,0.457,124.977
Asha,Popeye Bangladesh,Ja Ichche Ta,59UftcMPrvkk10tbNsxyvB,3RVg7CpwuuqCquJmexFIAY,37,2013-09-19,281983,False,https://open.spotify.com/track/3RVg7CpwuuqCquJmexFIAY,0.775,0.423,6,-9.115,1,0.0282,0.212,0.0,0.0838,0.556,108.976
Odekha Alo,Popeye Bangladesh,Amar Shorgo,3zXJasyH8Lu5HFHgPMIsbn,4KZVZAUS2pruXR9BvwBYuE,8,2010-09-07,293956,False,https://open.spotify.com/track/4KZVZAUS2pruXR9BvwBYuE,0.601,0.438,5,-8.875,0,0.0288,0.0229,0.0,0.111,0.359,119.971
Bhul,"Popeye Bangladesh, Nomon nMn",Bhul,1vD44rfElL4pd6GU72AVc3,06HuBV4rBVIAlAy5eEOFzX,8,2023-04-20,232980,False,https://open.spotify.com/track/06HuBV4rBVIAlAy5eEOFzX,0.601,0.715,7,-10.391,1,0.0295,0.012,0.0168,0.261,0.042,107.961
A O D,Aurthohin,Agontuk 1,5A2WNvCv8YqWJCpovclIrN,6KLmtgzcIADbIjpgF0wHmP,2,2002-01-30,307897,False,https://open.spotify.com/track/6KLmtgzcIADbIjpgF0wHmP,0.324,0.643,11,-9.846,1,0.0504,0.000233,0.000784,0.1,0.221,87.384
Priyo Ondhokar,Conclusion,Mohakashchari,6I6n61b7L9cbMFEAxtFh1o,4o4mguw4zo5M2YpezTl4O0,19,2018-01-26,358409,False,https://open.spotify.com/track/4o4mguw4zo5M2YpezTl4O0,0.567,0.555,5,-7.102,0,0.0271,0.0118,0.000282,0.585,0.232,131.942
Attohonon,Aurthohin,Charpotro,0aaV5kP51wkmnO6YNlM3yJ,6VDLF2JEFz20V32GIIvU2p,2,2001-01-30,286302,False,https://open.spotify.com/track/6VDLF2JEFz20V32GIIvU2p,0.511,0.87,1,-12.829,1,0.122,0.0733,8.67e-05,0.114,0.245,145.942
Porinita,Conclusion,Porinita,27MXNp9QGpVfaH06YTM7mJ,5fQBQdZwNcW1FKTuCXQWjU,39,2022-08-27,252750,False,https://open.spotify.com/track/5fQBQdZwNcW1FKTuCXQWjU,0.617,0.653,10,-7.808,1,0.0473,0.0176,0.0,0.225,0.911,159.983
60's Love,Level Five,Obosheshey,0aR6U7GqhgmTvhhRZhlGDR,3h78AziF7cEXfm50J2TNcA,44,2018-11-09,323295,False,https://open.spotify.com/track/3h78AziF7cEXfm50J2TNcA,0.461,0.552,6,-6.527,0,0.0279,0.0204,0.0175,0.184,0.391,136.017
Je Shohore Ami Nei,Bay of Bengal,Nirob Durvikkho,6CqQxAKa6d8ibYyiGGSZZc,1DI1uHLG1yesDqaucsLKLH,31,2016-02-19,305400,False,https://open.spotify.com/track/1DI1uHLG1yesDqaucsLKLH,0.474,0.917,1,-3.951,0,0.0458,0.279,1.04e-06,0.092,0.415,99.968
See You Again,"Wiz Khalifa, Charlie Puth",WAP - New Rap Cutz,7kaPCZXAYFwWGsWLXzYwsq,3N2CRRKaJ3CHfDHsRfo8wW,44,2021-04-23,229526,False,https://open.spotify.com/track/3N2CRRKaJ3CHfDHsRfo8wW,0.69,0.48,10,-7.503,1,0.0816,0.369,0.0,0.0649,0.286,80.025
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Sunflower (Spider-Man: Into the Spider-Verse),47LpgGVshd0tbFSbm9tTLb,1A6OTy97kk0mMdm78rHsm8,7,2018-10-18,158053,False,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8,0.753,0.498,2,-5.61,1,0.0504,0.551,0.0,0.0706,0.927,89.95
Life Is Good (feat. Drake),"Future, Drake",High Off Life,4bNPOFOzxGhF5jhfIK6lit,1K5KBOgreBi5fkEHvg5ap3,69,2020-05-15,237918,True,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3,0.795,0.574,2,-6.903,0,0.487,0.067,0.0,0.15,0.537,142.053
New PR,"Ugg'A, Alyssa Jane",New PR,7hQdwOvGyGq6ym3AQw123r,5Tbpcg4i67RO0lC1Vz2pe0,48,2024-04-26,127619,True,https://open.spotify.com/track/5Tbpcg4i67RO0lC1Vz2pe0,0.751,0.887,6,-8.223,1,0.146,0.0835,0.0333,0.27,0.663,126.067
In Da Club,50 Cent,Get Rich Or Die Tryin',5G5rgQHzdQnw32SI0WjIo5,7iL6o9tox1zgHpKUfh9vuC,81,2003-02-06,193467,True,https://open.spotify.com/track/7iL6o9tox1zgHpKUfh9vuC,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051
Hotline Bling,Drake,Views,40GMAhriYJRO1rsY4YdrZb,0wwPcA6wtMf6HUMpIRdeP7,76,2016-05-06,267067,False,https://open.spotify.com/track/0wwPcA6wtMf6HUMpIRdeP7,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966
Watch Me (Whip / Nae Nae),Silentó,Watch Me (Whip / Nae Nae),5nYi5TJ16E7Qt73zxOu6sP,5RIVoVdkDLEygELLCniZFr,63,2015-05-04,185143,False,https://open.spotify.com/track/5RIVoVdkDLEygELLCniZFr,0.821,0.759,8,-8.541,1,0.121,0.247,0.0,0.321,0.962,140.01
Without Me,Eminem,The Eminem Show,1ftvBBcu7jYIvXyt3JWB8S,06wOQGz4bGB7HETrIjpIep,0,2002-05-26,290227,True,https://open.spotify.com/track/06wOQGz4bGB7HETrIjpIep,0.915,0.656,7,-2.827,1,0.0716,0.00299,0.0,0.324,0.642,112.243
Not Afraid,Eminem,Recovery,3PogVmhNucYNfyywZvTd7F,4hEl2wrneFEJbJ6SDYWd2f,0,2010-06-18,248133,True,https://open.spotify.com/track/4hEl2wrneFEJbJ6SDYWd2f,0.854,0.954,0,-1.185,0,0.246,0.543,0.0,0.201,0.67,114.609
Thrift Shop (feat. Wanz),"Macklemore & Ryan Lewis, Wanz",The Heist,6XO9dbsH9zhuQgFGH0hUrb,4YMqbFcDIFiCBd02PzUBcM,0,2012-10-10,235613,True,https://open.spotify.com/track/4YMqbFcDIFiCBd02PzUBcM,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992
Unforgettable,"French Montana, Swae Lee",Jungle Rules,4c2p3TdN7NcQfCXyueCNnC,3B54sVLJ402zGa6Xm4YGNe,86,2017-07-14,233902,True,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985
Congratulations,"Post Malone, Quavo",Stoney,7J0uECwRkAFLiZljgYFq1w,6syOdAs4IK8kPWR7gDyjRw,0,2016-12-09,220293,True,https://open.spotify.com/track/6syOdAs4IK8kPWR7gDyjRw,0.629,0.817,6,-4.261,1,0.0357,0.199,0.0,0.317,0.466,123.087
God's Plan,Drake,Scorpion,1ATL5GLyefJaxhQzSPVrLX,6DCZcSspjsKoFjzjrWoCdn,82,2018-06-29,198973,True,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169
Taste (feat. Offset),"Tyga, Offset",Taste (feat. Offset),0yd01cU78rnlFXq6vRxPSR,5IaHrVsrferBYDm0bDyABy,68,2018-05-16,232959,True,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,0.884,0.559,0,-7.442,1,0.12,0.0236,0.0,0.101,0.342,97.994
